"ANHO";"MES";"UBIGEO";"DEPARTAMENTO";"PROVINCIA";"DISTRITO";"SECTOR";"CATEGORIA";"CO_IPRESS";"RAZON_SOC";"SEXO";"EDAD";"NRO_TOTAL_ATENCIONES";"NRO_TOTAL_ATENDIDOS"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"1";"4";"4"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"10";"3";"3"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"10";"4";"4"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"10";"7";"6"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"10";"8";"5"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"10";"9";"9"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"11";"1";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"11";"11";"11"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"11";"2";"2"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"11";"4";"4"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"12";"2";"2"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"12";"3";"3"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"12";"6";"4"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"12";"6";"6"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"13";"2";"2"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"13";"3";"3"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"14";"1";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"14";"3";"3"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"14";"5";"5"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"14";"7";"3"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"15";"1";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"15";"2";"2"
"2026";"01";"021201";"ANCASH";"HUAYLAS";"CARAZ";"GOBIERNO REGIONAL";"0";"00034095";"HOGAR PROTEGIDO ""MI NUEVO HOGAR""";"NE_0001";"NE_0001";"NE_0001";"NE_0001"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"1";"1";"1";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"1";"13";"1";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"1";"15";"1";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"1";"15";"2";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"1";"15";"2";"2"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"1";"2";"1";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"1";"2";"2";"2"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"1";"3";"1";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"1";"3";"3";"3"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"1";"4";"1";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"1";"4";"3";"3"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"1";"5";"1";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"1";"6";"1";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"1";"7";"1";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"1";"8";"1";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"1";"9";"1";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"2";"10";"1";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"2";"10";"3";"2"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"2";"11";"1";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"2";"11";"2";"2"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"2";"12";"1";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"2";"12";"2";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"2";"14";"1";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"2";"15";"1";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"2";"15";"2";"2"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"2";"2";"1";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"2";"2";"2";"2"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"2";"5";"1";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"2";"5";"2";"2"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"2";"6";"2";"2"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"2";"7";"1";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"2";"8";"1";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"2";"8";"2";"2"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"2";"9";"1";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-3";"00005558";"MICAELA BASTIDAS";"2";"9";"2";"2"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"15";"3";"3"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"15";"4";"2"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"15";"4";"4"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"15";"5";"4"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"15";"7";"7"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"2";"13";"12"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"2";"17";"17"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"2";"23";"23"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"2";"8";"8"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"3";"4";"4"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"3";"5";"5"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"3";"6";"5"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"3";"7";"7"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"3";"8";"8"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"4";"10";"10"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"4";"4";"4"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"4";"6";"6"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"4";"8";"8"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"5";"1";"1"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"5";"3";"3"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"5";"4";"4"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"6";"2";"2"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"6";"3";"3"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"6";"4";"4"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"6";"6";"6"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"7";"2";"2"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"7";"3";"3"
"2026";"01";"250101";"UCAYALI";"CORONEL PORTILLO";"CALLERIA";"GOBIERNO REGIONAL";"I-4";"00005556";"9 DE OCTUBRE";"1";"7";"5";"5"
"2026";"01";"060807";"CAJAMARCA";"JAEN";"POMAHUACA";"GOBIERNO REGIONAL";"I-3";"00004247";"POMAHUACA";"2";"10";"1";"1"
"2026";"01";"060807";"CAJAMARCA";"JAEN";"POMAHUACA";"GOBIERNO REGIONAL";"I-1";"00016139";"YAMBOLON";"NE_0002";"NE_0002";"NE_0002";"NE_0002"
"2026";"01";"060807";"CAJAMARCA";"JAEN";"POMAHUACA";"GOBIERNO REGIONAL";"I-1";"00016134";"COLAGUAY";"NE_0002";"NE_0002";"NE_0002";"NE_0002"
"2026";"01";"060807";"CAJAMARCA";"JAEN";"POMAHUACA";"GOBIERNO REGIONAL";"I-1";"00027935";"TAYAS";"NE_0002";"NE_0002";"NE_0002";"NE_0002"
"2026";"01";"060807";"CAJAMARCA";"JAEN";"POMAHUACA";"GOBIERNO REGIONAL";"I-3";"00004247";"POMAHUACA";"2";"3";"1";"1"
"2026";"01";"060807";"CAJAMARCA";"JAEN";"POMAHUACA";"GOBIERNO REGIONAL";"I-3";"00004247";"POMAHUACA";"1";"11";"2";"2"
"2026";"01";"060807";"CAJAMARCA";"JAEN";"POMAHUACA";"GOBIERNO REGIONAL";"I-3";"00004247";"POMAHUACA";"2";"15";"1";"1"
"2026";"01";"060807";"CAJAMARCA";"JAEN";"POMAHUACA";"GOBIERNO REGIONAL";"I-3";"00004247";"POMAHUACA";"2";"8";"1";"1"
"2026";"01";"060807";"CAJAMARCA";"JAEN";"POMAHUACA";"GOBIERNO REGIONAL";"I-3";"00004247";"POMAHUACA";"2";"5";"1";"1"
"2026";"01";"060807";"CAJAMARCA";"JAEN";"POMAHUACA";"GOBIERNO REGIONAL";"I-3";"00004247";"POMAHUACA";"1";"2";"1";"1"
"2026";"01";"060807";"CAJAMARCA";"JAEN";"POMAHUACA";"GOBIERNO REGIONAL";"I-3";"00004247";"POMAHUACA";"1";"9";"2";"2"
"2026";"01";"060807";"CAJAMARCA";"JAEN";"POMAHUACA";"GOBIERNO REGIONAL";"I-3";"00004247";"POMAHUACA";"2";"9";"1";"1"
"2026";"01";"060807";"CAJAMARCA";"JAEN";"POMAHUACA";"GOBIERNO REGIONAL";"I-3";"00004247";"POMAHUACA";"1";"7";"1";"1"
"2026";"01";"060807";"CAJAMARCA";"JAEN";"POMAHUACA";"GOBIERNO REGIONAL";"I-3";"00004247";"POMAHUACA";"2";"7";"1";"1"
"2026";"01";"060807";"CAJAMARCA";"JAEN";"POMAHUACA";"GOBIERNO REGIONAL";"I-1";"00007166";"MANGAYPA";"NE_0002";"NE_0002";"NE_0002";"NE_0002"
"2026";"01";"020609";"ANCASH";"CARHUAZ";"SHILLA";"GOBIERNO REGIONAL";"I-2";"00001526";"PUESTO DE SALUD SHILLA";"NE_0001";"NE_0001";"NE_0001";"NE_0001"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"1";"5";"3";"3"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"1";"2";"5";"5"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"1";"3";"1";"1"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"1";"4";"2";"2"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"1";"6";"6";"6"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"1";"7";"5";"5"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"1";"8";"4";"4"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"1";"9";"4";"4"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"1";"1";"5";"4"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"1";"1";"1";"1"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"1";"1";"2";"1"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"1";"1";"11";"11"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"2";"2";"1";"1"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"2";"3";"2";"2"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"2";"4";"1";"1"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"2";"5";"2";"2"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"2";"6";"7";"7"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"2";"7";"4";"4"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"2";"8";"3";"3"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"2";"9";"3";"3"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"2";"1";"9";"9"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"2";"1";"5";"5"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"2";"1";"1";"1"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"2";"1";"1";"1"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"2";"1";"1";"1"
"2026";"01";"060801";"CAJAMARCA";"JAEN";"JAEN";"PRIVADO";"II-1";"00015266";"CLINICA SAN JUAN";"2";"1";"10";"10"
"2026";"01";"221005";"SAN MARTIN";"TOCACHE";"UCHIZA";"GOBIERNO REGIONAL";"I-4";"00006599";"UCHIZA";"1";"3";"9";"9"
"2026";"01";"060508";"CAJAMARCA";"CONTUMAZA";"YONAN";"ESSALUD";"I-2";"00010274";"POSTA MEDICA TEMBLADERA";"NE_0001";"NE_0001";"NE_0001";"NE_0001"
"2026";"01";"221005";"SAN MARTIN";"TOCACHE";"UCHIZA";"GOBIERNO REGIONAL";"I-4";"00006599";"UCHIZA";"1";"1";"6";"5"
"2026";"01";"221005";"SAN MARTIN";"TOCACHE";"UCHIZA";"GOBIERNO REGIONAL";"I-4";"00006599";"UCHIZA";"1";"2";"12";"12"
"2026";"01";"221005";"SAN MARTIN";"TOCACHE";"UCHIZA";"GOBIERNO REGIONAL";"I-4";"00006599";"UCHIZA";"1";"4";"9";"9"
"2026";"01";"221005";"SAN MARTIN";"TOCACHE";"UCHIZA";"GOBIERNO REGIONAL";"I-4";"00006599";"UCHIZA";"1";"5";"6";"6"
"2026";"01";"221005";"SAN MARTIN";"TOCACHE";"UCHIZA";"GOBIERNO REGIONAL";"I-4";"00006599";"UCHIZA";"1";"6";"6";"6"
"2026";"01";"221005";"SAN MARTIN";"TOCACHE";"UCHIZA";"GOBIERNO REGIONAL";"I-4";"00006599";"UCHIZA";"1";"7";"2";"1"
"2026";"01";"221005";"SAN MARTIN";"TOCACHE";"UCHIZA";"GOBIERNO REGIONAL";"I-4";"00006599";"UCHIZA";"1";"8";"5";"4"
"2026";"01";"221005";"SAN MARTIN";"TOCACHE";"UCHIZA";"GOBIERNO REGIONAL";"I-4";"00006599";"UCHIZA";"1";"9";"4";"4"
"2026";"01";"221005";"SAN MARTIN";"TOCACHE";"UCHIZA";"GOBIERNO REGIONAL";"I-4";"00006599";"UCHIZA";"1";"10";"8";"8"
"2026";"01";"221005";"SAN MARTIN";"TOCACHE";"UCHIZA";"GOBIERNO REGIONAL";"I-4";"00006599";"UCHIZA";"1";"11";"2";"2"
"2026";"01";"221005";"SAN MARTIN";"TOCACHE";"UCHIZA";"GOBIERNO REGIONAL";"I-4";"00006599";"UCHIZA";"1";"12";"7";"6"
"2026";"01";"221005";"SAN MARTIN";"TOCACHE";"UCHIZA";"GOBIERNO REGIONAL";"I-4";"00006599";"UCHIZA";"1";"13";"3";"3"
"2026";"01";"021603";"ANCASH";"POMABAMBA";"PAROBAMBA";"GOBIERNO REGIONAL";"I-4";"00001775";"CENTRO DE SALUD PAROBAMBA VIEJO";"2";"15";"153";"153"
"2026";"01";"021603";"ANCASH";"POMABAMBA";"PAROBAMBA";"GOBIERNO REGIONAL";"I-4";"00001775";"CENTRO DE SALUD PAROBAMBA VIEJO";"1";"14";"44";"44"
"2026";"01";"021603";"ANCASH";"POMABAMBA";"PAROBAMBA";"GOBIERNO REGIONAL";"I-4";"00001775";"CENTRO DE SALUD PAROBAMBA VIEJO";"2";"14";"74";"74"
"2026";"01";"021603";"ANCASH";"POMABAMBA";"PAROBAMBA";"GOBIERNO REGIONAL";"I-4";"00001775";"CENTRO DE SALUD PAROBAMBA VIEJO";"1";"15";"130";"130"
"2026";"01";"021603";"ANCASH";"POMABAMBA";"PAROBAMBA";"GOBIERNO REGIONAL";"I-1";"00001776";"PUESTO DE SALUD PAROBAMBA NUEVO";"1";"1";"5";"5"
"2026";"01";"021603";"ANCASH";"POMABAMBA";"PAROBAMBA";"GOBIERNO REGIONAL";"I-1";"00001776";"PUESTO DE SALUD PAROBAMBA NUEVO";"2";"1";"2";"2"
"2026";"01";"021603";"ANCASH";"POMABAMBA";"PAROBAMBA";"GOBIERNO REGIONAL";"I-1";"00001776";"PUESTO DE SALUD PAROBAMBA NUEVO";"1";"2";"1";"1"
"2026";"01";"021603";"ANCASH";"POMABAMBA";"PAROBAMBA";"GOBIERNO REGIONAL";"I-1";"00001776";"PUESTO DE SALUD PAROBAMBA NUEVO";"2";"2";"1";"1"
"2026";"01";"021603";"ANCASH";"POMABAMBA";"PAROBAMBA";"GOBIERNO REGIONAL";"I-1";"00001776";"PUESTO DE SALUD PAROBAMBA NUEVO";"1";"3";"1";"1"
"2026";"01";"021603";"ANCASH";"POMABAMBA";"PAROBAMBA";"GOBIERNO REGIONAL";"I-1";"00001776";"PUESTO DE SALUD PAROBAMBA NUEVO";"2";"3";"4";"4"
"2026";"01";"021603";"ANCASH";"POMABAMBA";"PAROBAMBA";"GOBIERNO REGIONAL";"I-1";"00001776";"PUESTO DE SALUD PAROBAMBA NUEVO";"1";"4";"4";"4"
"2026";"01";"021603";"ANCASH";"POMABAMBA";"PAROBAMBA";"GOBIERNO REGIONAL";"I-1";"00001776";"PUESTO DE SALUD PAROBAMBA NUEVO";"2";"4";"2";"2"
"2026";"01";"021603";"ANCASH";"POMABAMBA";"PAROBAMBA";"GOBIERNO REGIONAL";"I-1";"00001776";"PUESTO DE SALUD PAROBAMBA NUEVO";"1";"5";"3";"3"
