"ANHO";"MES";"UBIGEO";"DEPARTAMENTO";"PROVINCIA";"DISTRITO";"SECTOR";"CATEGORIA";"CO_IPRESS";"RAZON_SOC";"SEXO";"EDAD";"NRO_TOTAL_ATENCIONES";"NRO_TOTAL_ATENDIDOS"
"2026";"02";"150114";"LIMA";"LIMA";"LA MOLINA";"ESSALUD";"II-2";"00010135";"HOSPITAL I CARLOS ALCANTARA BUTTERFIELD";"2";"10";"178";"174"
"2026";"02";"150114";"LIMA";"LIMA";"LA MOLINA";"ESSALUD";"II-2";"00010135";"HOSPITAL I CARLOS ALCANTARA BUTTERFIELD";"2";"11";"161";"160"
"2026";"02";"150114";"LIMA";"LIMA";"LA MOLINA";"ESSALUD";"II-2";"00010135";"HOSPITAL I CARLOS ALCANTARA BUTTERFIELD";"2";"12";"187";"187"
"2026";"02";"150114";"LIMA";"LIMA";"LA MOLINA";"ESSALUD";"II-2";"00010135";"HOSPITAL I CARLOS ALCANTARA BUTTERFIELD";"2";"13";"163";"163"
"2026";"02";"150114";"LIMA";"LIMA";"LA MOLINA";"ESSALUD";"II-2";"00010135";"HOSPITAL I CARLOS ALCANTARA BUTTERFIELD";"2";"14";"154";"154"
"2026";"02";"101001";"HUANUCO";"LAURICOCHA";"JESUS";"GOBIERNO REGIONAL";"I-1";"00000810";"PARACSHA";"1";"1";"1";"1"
"2026";"02";"101001";"HUANUCO";"LAURICOCHA";"JESUS";"GOBIERNO REGIONAL";"I-1";"00000810";"PARACSHA";"1";"2";"4";"3"
"2026";"02";"101001";"HUANUCO";"LAURICOCHA";"JESUS";"GOBIERNO REGIONAL";"I-1";"00000810";"PARACSHA";"1";"3";"5";"5"
"2026";"02";"101001";"HUANUCO";"LAURICOCHA";"JESUS";"GOBIERNO REGIONAL";"I-1";"00000810";"PARACSHA";"1";"5";"2";"1"
"2026";"02";"101001";"HUANUCO";"LAURICOCHA";"JESUS";"GOBIERNO REGIONAL";"I-1";"00000810";"PARACSHA";"1";"9";"3";"1"
"2026";"02";"101001";"HUANUCO";"LAURICOCHA";"JESUS";"GOBIERNO REGIONAL";"I-1";"00000810";"PARACSHA";"1";"10";"2";"1"
"2026";"02";"101001";"HUANUCO";"LAURICOCHA";"JESUS";"GOBIERNO REGIONAL";"I-1";"00000810";"PARACSHA";"1";"12";"4";"3"
"2026";"02";"101001";"HUANUCO";"LAURICOCHA";"JESUS";"GOBIERNO REGIONAL";"I-1";"00000810";"PARACSHA";"1";"14";"2";"1"
"2026";"02";"101001";"HUANUCO";"LAURICOCHA";"JESUS";"GOBIERNO REGIONAL";"I-1";"00000810";"PARACSHA";"1";"15";"9";"5"
"2026";"02";"101001";"HUANUCO";"LAURICOCHA";"JESUS";"GOBIERNO REGIONAL";"I-1";"00000810";"PARACSHA";"2";"1";"2";"1"
"2026";"02";"101001";"HUANUCO";"LAURICOCHA";"JESUS";"GOBIERNO REGIONAL";"I-1";"00000810";"PARACSHA";"2";"3";"1";"1"
"2026";"02";"101001";"HUANUCO";"LAURICOCHA";"JESUS";"GOBIERNO REGIONAL";"I-1";"00000810";"PARACSHA";"2";"6";"3";"1"
"2026";"02";"101001";"HUANUCO";"LAURICOCHA";"JESUS";"GOBIERNO REGIONAL";"I-1";"00000810";"PARACSHA";"2";"7";"5";"2"
"2026";"02";"101001";"HUANUCO";"LAURICOCHA";"JESUS";"GOBIERNO REGIONAL";"I-1";"00000810";"PARACSHA";"2";"8";"2";"1"
"2026";"02";"101001";"HUANUCO";"LAURICOCHA";"JESUS";"GOBIERNO REGIONAL";"I-1";"00000810";"PARACSHA";"2";"9";"3";"2"
"2026";"02";"101001";"HUANUCO";"LAURICOCHA";"JESUS";"GOBIERNO REGIONAL";"I-1";"00000810";"PARACSHA";"2";"10";"5";"3"
"2026";"02";"101001";"HUANUCO";"LAURICOCHA";"JESUS";"GOBIERNO REGIONAL";"I-1";"00000810";"PARACSHA";"2";"11";"2";"1"
"2026";"02";"101001";"HUANUCO";"LAURICOCHA";"JESUS";"GOBIERNO REGIONAL";"I-1";"00000810";"PARACSHA";"2";"12";"2";"1"
"2026";"02";"101001";"HUANUCO";"LAURICOCHA";"JESUS";"GOBIERNO REGIONAL";"I-1";"00000810";"PARACSHA";"2";"13";"4";"2"
"2026";"02";"101001";"HUANUCO";"LAURICOCHA";"JESUS";"GOBIERNO REGIONAL";"I-1";"00000810";"PARACSHA";"2";"15";"5";"4"
"2026";"02";"220501";"SAN MARTIN";"LAMAS";"LAMAS";"GOBIERNO REGIONAL";"II-E";"00006352";"HOSPITAL II-E LAMAS";"1";"11";"11";"7"
"2026";"02";"220501";"SAN MARTIN";"LAMAS";"LAMAS";"GOBIERNO REGIONAL";"II-E";"00006352";"HOSPITAL II-E LAMAS";"1";"12";"27";"14"
"2026";"02";"220501";"SAN MARTIN";"LAMAS";"LAMAS";"GOBIERNO REGIONAL";"II-E";"00006352";"HOSPITAL II-E LAMAS";"1";"13";"9";"5"
"2026";"02";"220501";"SAN MARTIN";"LAMAS";"LAMAS";"GOBIERNO REGIONAL";"II-E";"00006352";"HOSPITAL II-E LAMAS";"1";"14";"13";"5"
"2026";"02";"220501";"SAN MARTIN";"LAMAS";"LAMAS";"GOBIERNO REGIONAL";"II-E";"00006352";"HOSPITAL II-E LAMAS";"1";"15";"53";"22"
"2026";"02";"220501";"SAN MARTIN";"LAMAS";"LAMAS";"GOBIERNO REGIONAL";"II-E";"00006352";"HOSPITAL II-E LAMAS";"2";"1";"4";"4"
"2026";"02";"220501";"SAN MARTIN";"LAMAS";"LAMAS";"GOBIERNO REGIONAL";"II-E";"00006352";"HOSPITAL II-E LAMAS";"2";"2";"36";"20"
"2026";"02";"220501";"SAN MARTIN";"LAMAS";"LAMAS";"GOBIERNO REGIONAL";"II-E";"00006352";"HOSPITAL II-E LAMAS";"2";"3";"21";"11"
"2026";"02";"220501";"SAN MARTIN";"LAMAS";"LAMAS";"GOBIERNO REGIONAL";"II-E";"00006352";"HOSPITAL II-E LAMAS";"2";"4";"18";"11"
"2026";"02";"220501";"SAN MARTIN";"LAMAS";"LAMAS";"GOBIERNO REGIONAL";"II-E";"00006352";"HOSPITAL II-E LAMAS";"2";"5";"39";"21"
"2026";"02";"220501";"SAN MARTIN";"LAMAS";"LAMAS";"GOBIERNO REGIONAL";"II-E";"00006352";"HOSPITAL II-E LAMAS";"2";"6";"44";"23"
"2026";"02";"220501";"SAN MARTIN";"LAMAS";"LAMAS";"GOBIERNO REGIONAL";"II-E";"00006352";"HOSPITAL II-E LAMAS";"2";"7";"40";"23"
"2026";"02";"220501";"SAN MARTIN";"LAMAS";"LAMAS";"GOBIERNO REGIONAL";"II-E";"00006352";"HOSPITAL II-E LAMAS";"2";"8";"35";"19"
"2026";"02";"220501";"SAN MARTIN";"LAMAS";"LAMAS";"GOBIERNO REGIONAL";"II-E";"00006352";"HOSPITAL II-E LAMAS";"2";"9";"30";"16"
"2026";"02";"220501";"SAN MARTIN";"LAMAS";"LAMAS";"GOBIERNO REGIONAL";"II-E";"00006352";"HOSPITAL II-E LAMAS";"2";"10";"18";"11"
"2026";"02";"220501";"SAN MARTIN";"LAMAS";"LAMAS";"GOBIERNO REGIONAL";"II-E";"00006352";"HOSPITAL II-E LAMAS";"2";"11";"16";"9"
"2026";"02";"220501";"SAN MARTIN";"LAMAS";"LAMAS";"GOBIERNO REGIONAL";"II-E";"00006352";"HOSPITAL II-E LAMAS";"2";"12";"17";"8"
"2026";"02";"220501";"SAN MARTIN";"LAMAS";"LAMAS";"GOBIERNO REGIONAL";"II-E";"00006352";"HOSPITAL II-E LAMAS";"2";"13";"16";"9"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004746";"NUEVO SAN MARTIN";"2";"4";"3";"2"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004746";"NUEVO SAN MARTIN";"2";"5";"4";"4"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004746";"NUEVO SAN MARTIN";"2";"6";"3";"2"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004746";"NUEVO SAN MARTIN";"2";"7";"4";"1"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004746";"NUEVO SAN MARTIN";"2";"8";"9";"6"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004746";"NUEVO SAN MARTIN";"2";"9";"11";"6"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004746";"NUEVO SAN MARTIN";"2";"10";"3";"2"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004746";"NUEVO SAN MARTIN";"2";"11";"6";"4"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004746";"NUEVO SAN MARTIN";"2";"12";"11";"4"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004746";"NUEVO SAN MARTIN";"2";"13";"11";"6"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004746";"NUEVO SAN MARTIN";"2";"14";"4";"2"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004746";"NUEVO SAN MARTIN";"2";"15";"2";"2"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"1";"1";"6";"3"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"1";"2";"25";"12"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"1";"3";"8";"6"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"1";"4";"8";"5"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"1";"5";"12";"11"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"1";"6";"1";"1"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"1";"7";"5";"1"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"1";"8";"2";"1"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"1";"9";"1";"1"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"1";"10";"3";"1"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"1";"11";"4";"2"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"1";"12";"5";"3"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"1";"14";"7";"3"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"1";"15";"47";"18"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"2";"1";"4";"3"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"2";"2";"12";"9"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"2";"3";"12";"8"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"2";"4";"7";"5"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"2";"5";"8";"5"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"2";"6";"8";"5"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"2";"7";"9";"5"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"2";"8";"13";"8"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"2";"9";"14";"8"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"2";"10";"11";"5"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"2";"11";"9";"5"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"2";"12";"16";"6"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"2";"13";"12";"6"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"2";"14";"2";"2"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00010879";"EL NARANJO (TACABAMBA)";"2";"15";"35";"15"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"1";"1";"21";"7"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"1";"2";"16";"7"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"1";"3";"12";"11"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"1";"4";"10";"9"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"1";"5";"10";"8"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"1";"7";"1";"1"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"1";"9";"5";"3"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"1";"10";"2";"2"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"1";"11";"11";"9"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"1";"12";"8";"7"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"1";"13";"12";"9"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"1";"14";"1";"1"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"1";"15";"22";"16"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"2";"1";"17";"6"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"2";"2";"30";"15"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"2";"3";"14";"13"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"2";"4";"26";"15"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"2";"5";"14";"9"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"2";"6";"8";"3"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"2";"7";"7";"6"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"2";"8";"7";"5"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"2";"9";"11";"7"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"2";"10";"17";"13"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"2";"11";"11";"8"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"2";"12";"13";"10"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"2";"13";"6";"6"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"2";"14";"7";"5"
"2026";"02";"060402";"CAJAMARCA";"CHOTA";"ANGUIA";"GOBIERNO REGIONAL";"I-1";"00004751";"CHUGUR DE ANGUIA";"2";"15";"28";"22"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004747";"PU?A";"1";"1";"4";"3"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004747";"PU?A";"1";"2";"14";"11"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004747";"PU?A";"1";"3";"18";"15"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004747";"PU?A";"1";"4";"7";"7"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004747";"PU?A";"1";"5";"14";"10"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004747";"PU?A";"1";"6";"2";"2"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004747";"PU?A";"1";"7";"4";"4"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004747";"PU?A";"1";"8";"3";"3"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004747";"PU?A";"1";"9";"9";"7"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004747";"PU?A";"1";"10";"7";"4"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004747";"PU?A";"1";"11";"4";"4"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004747";"PU?A";"1";"12";"7";"5"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004747";"PU?A";"1";"13";"4";"4"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004747";"PU?A";"1";"14";"6";"4"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004747";"PU?A";"1";"15";"10";"9"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004747";"PU?A";"2";"1";"6";"3"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004747";"PU?A";"2";"2";"6";"6"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004747";"PU?A";"2";"3";"12";"10"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004747";"PU?A";"2";"4";"11";"10"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004747";"PU?A";"2";"5";"19";"14"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004747";"PU?A";"2";"6";"10";"7"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004747";"PU?A";"2";"7";"5";"3"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004747";"PU?A";"2";"8";"21";"11"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004747";"PU?A";"2";"9";"15";"11"
"2026";"02";"060417";"CAJAMARCA";"CHOTA";"TACABAMBA";"GOBIERNO REGIONAL";"I-1";"00004747";"PU?A";"2";"10";"12";"7"
"2026";"02";"020703";"ANCASH";"CARLOS FERMIN FITZCARRALD";"YAUYA";"GOBIERNO REGIONAL";"I-1";"00006631";"PUESTO DE SALUD TAMBO REAL";"1";"1";"8";"1"
"2026";"02";"020703";"ANCASH";"CARLOS FERMIN FITZCARRALD";"YAUYA";"GOBIERNO REGIONAL";"I-1";"00006631";"PUESTO DE SALUD TAMBO REAL";"1";"2";"20";"3"
"2026";"02";"020703";"ANCASH";"CARLOS FERMIN FITZCARRALD";"YAUYA";"GOBIERNO REGIONAL";"I-1";"00006631";"PUESTO DE SALUD TAMBO REAL";"1";"3";"9";"2"
"2026";"02";"020703";"ANCASH";"CARLOS FERMIN FITZCARRALD";"YAUYA";"GOBIERNO REGIONAL";"I-1";"00006631";"PUESTO DE SALUD TAMBO REAL";"1";"4";"21";"3"
"2026";"02";"020703";"ANCASH";"CARLOS FERMIN FITZCARRALD";"YAUYA";"GOBIERNO REGIONAL";"I-1";"00006631";"PUESTO DE SALUD TAMBO REAL";"1";"5";"3";"1"
"2026";"02";"020703";"ANCASH";"CARLOS FERMIN FITZCARRALD";"YAUYA";"GOBIERNO REGIONAL";"I-1";"00006631";"PUESTO DE SALUD TAMBO REAL";"1";"6";"3";"1"
"2026";"02";"020703";"ANCASH";"CARLOS FERMIN FITZCARRALD";"YAUYA";"GOBIERNO REGIONAL";"I-1";"00006631";"PUESTO DE SALUD TAMBO REAL";"1";"7";"NE_0001";"NE_0001"
"2026";"02";"020703";"ANCASH";"CARLOS FERMIN FITZCARRALD";"YAUYA";"GOBIERNO REGIONAL";"I-1";"00006631";"PUESTO DE SALUD TAMBO REAL";"1";"8";"8";"2"
"2026";"02";"020703";"ANCASH";"CARLOS FERMIN FITZCARRALD";"YAUYA";"GOBIERNO REGIONAL";"I-1";"00006631";"PUESTO DE SALUD TAMBO REAL";"1";"9";"10";"2"
"2026";"02";"020703";"ANCASH";"CARLOS FERMIN FITZCARRALD";"YAUYA";"GOBIERNO REGIONAL";"I-1";"00006631";"PUESTO DE SALUD TAMBO REAL";"1";"10";"5";"3"
"2026";"02";"020703";"ANCASH";"CARLOS FERMIN FITZCARRALD";"YAUYA";"GOBIERNO REGIONAL";"I-1";"00006631";"PUESTO DE SALUD TAMBO REAL";"1";"11";"10";"1"
"2026";"02";"020703";"ANCASH";"CARLOS FERMIN FITZCARRALD";"YAUYA";"GOBIERNO REGIONAL";"I-1";"00006631";"PUESTO DE SALUD TAMBO REAL";"1";"12";"6";"4"
"2026";"02";"020703";"ANCASH";"CARLOS FERMIN FITZCARRALD";"YAUYA";"GOBIERNO REGIONAL";"I-1";"00006631";"PUESTO DE SALUD TAMBO REAL";"1";"13";"7";"3"
"2026";"02";"020703";"ANCASH";"CARLOS FERMIN FITZCARRALD";"YAUYA";"GOBIERNO REGIONAL";"I-1";"00006631";"PUESTO DE SALUD TAMBO REAL";"1";"14";"42";"2"
"2026";"02";"020703";"ANCASH";"CARLOS FERMIN FITZCARRALD";"YAUYA";"GOBIERNO REGIONAL";"I-1";"00006631";"PUESTO DE SALUD TAMBO REAL";"1";"15";"56";"5"
"2026";"02";"020703";"ANCASH";"CARLOS FERMIN FITZCARRALD";"YAUYA";"GOBIERNO REGIONAL";"I-1";"00006631";"PUESTO DE SALUD TAMBO REAL";"2";"1";"13";"3"
"2026";"02";"020703";"ANCASH";"CARLOS FERMIN FITZCARRALD";"YAUYA";"GOBIERNO REGIONAL";"I-1";"00006631";"PUESTO DE SALUD TAMBO REAL";"2";"2";"17";"3"
